channel_id,title,description,custom_url,published_at,country,default_language,thumbnail_url,subscriber_count,video_count,view_count,uploads_playlist_id,published_at_local,avg_views_per_video
UCvivK4AwTrkPBnmrObTFxaQ,Bathiya N Santhush,,@bnsmusic,2010-01-15T15:17:11Z,LK,,https://yt3.ggpht.com/PRNbfNDAkMRW-AtuE2SvEcqRmvyTBfMvmWngQ_G9HFtlQXK3YMNGZ6SXb6s4ocYKa3JpuWYRUy4=s800-c-k-c0x00ffffff-no-rj,619000,284,152751946,UUvivK4AwTrkPBnmrObTFxaQ,2010-01-15 20:47:11+05:30,537858.9647887324
UCWYXLMuL0m10w53wnMaUf3g,UMARIA,"WELCOME TO THE OFFICIAL UMARIA YOUTUBE CHANNEL !

Subscribe now for new music and exclusive videos!
",@umariamusic,2013-05-07T15:31:10Z,LK,,https://yt3.ggpht.com/0l2dZ5ur8zQ5NEEJpDdZw9yyayWeqRKFs2XUXGQBLsmYL9BhSn1MOwUn7_YDKmiMu1RGWopbLMY=s800-c-k-c0x00ffffff-no-rj,336000,73,42289696,UUWYXLMuL0m10w53wnMaUf3g,2013-05-07 21:01:10+05:30,579310.904109589
UCPHWwelDVlaWqrT2F8qwmiA,Windy Goonatillake,✨Windy Goonatillake - Official Youtube Channel✨,@windygoonatillake,2008-07-10T17:35:50Z,US,,https://yt3.ggpht.com/uOfBt_PeHn6fuUYz3p5JmUig5H80gAoBa3RRK3NQV3HuOyflYiDdwFPknd7vVYvC05FaNJiAkQ=s800-c-k-c0x00ffffff-no-rj,363000,69,59361886,UUPHWwelDVlaWqrT2F8qwmiA,2008-07-10 23:05:50+05:30,860317.1884057971
UCaXHgF7cAdDElEtgG2XSjlw,DP Education - O/L සිංහල මාධ්‍යය,"About Us
Dhammika & Priscilla Foundation is a not-for-profit organization focused on providing free quality education & healthcare facilities for all. DP Education is the digital learning platform that delivers the Foundation's vision of equal access to world-class free digital learning and healthcare in accelerating human capability development. DP Education O/L channel covers subjects such as Math, Science, Business Studies & all other O/L subjects with live classes & paper discussions.

Vision
We provide equal access to world-class digital learning, and healthcare facilities to develop  human capability to eliminate poverty.

Mission
Dedicated to transform learning and teaching experiences through free online education, best-in-class teachers, and the development of education infrastructure.

Leadership 
Dhammika Perera & Priscilla Perera are the Co-Founders of the Foundation. The overall direction of all initiatives are set by the Chairman of the Foundation, Dhammika Perera.

",@dpeducationolsubjects,2019-10-08T08:56:29Z,LK,,https://yt3.ggpht.com/6TTyOL5vTvaWZV2rrk1ofTGG0FC3nlL_5e7XjqupU8jHTdPRWsXVQlBVw5Klddi-hmFSI1Hu-g=s800-c-k-c0x00ffffff-no-rj,202000,2148,19985260,UUaXHgF7cAdDElEtgG2XSjlw,2019-10-08 14:26:29+05:30,9304.124767225327
UCzPYh2hr7QSSLs7gUX0ofFg,Sinhala Guitar Lessons,"Music❤️
Guitarist🤘

Contact Me :-

Harithawickramasinghe@gmail.com

Facebook : https://www.facebook.com/Sinhala-Guitar-Lessons-489231484917208/

Instagram : https://www.instagram.com/haritha_hareendra/",@sinhalaguitarlessons,2012-08-01T14:16:02Z,LK,,https://yt3.ggpht.com/ytc/AIdro_k_zegBtdB7Np810Jx3h0zEK2yvyAOhpQVuXQZIbXqTA40=s800-c-k-c0x00ffffff-no-rj,245000,75,10460478,UUzPYh2hr7QSSLs7gUX0ofFg,2012-08-01 19:46:02+05:30,139473.04
UC0CXMeU0432EMgBnlBaY_yA,DP Education - ගණිතය,"About Us
Dhammika & Priscilla Foundation is a private charitable organization focused on providing free quality education and healthcare facilities for all. DP Education is the digital learning platform that delivers the Foundation's vision of equal access to world-class free digital learning and healthcare in accelerating human capability development that leads to poverty alleviation.
DP Education Sinhala medium YouTube channel has all subjects that are taught in Sinhala language. 

Vision
We provide equal access to world-class digital learning, and healthcare facilities to develop  human capability to eliminate poverty.

Mission
Dedicated to transform learning and teaching experiences through free online education, best-in-class teachers, and the development of education infrastructure.

Leadership 
The Foundation is led under the direction of the Founder & Chairman Mr. Dhammika Perera.


",@dpeducationmathssinhala,2019-10-18T04:11:05.559491Z,LK,,https://yt3.ggpht.com/PDN_c_9oxeeM1kKQiC9D6vIexLVZ0c9hA5dPcG88CZmF30SKr44zyL25UTgY6kwOLuwLEzHvR0Q=s800-c-k-c0x00ffffff-no-rj,865000,3265,104115722,UU0CXMeU0432EMgBnlBaY_yA,2019-10-18 09:41:05.559491+05:30,31888.42940275651
UCAhZgaf5PEpnStllKJRhvVg,IMC,,@imcmedia,2022-01-18T05:34:00.678638Z,US,,https://yt3.ggpht.com/3lThoQ6HCFElwnafyQGpzlDTR0cjapNsuMlL5rImC5eQi34N3euDIBXfaSPmXp6SZXzzR7CS2Lg=s800-c-k-c0x00ffffff-no-rj,6040,89,401093,UUAhZgaf5PEpnStllKJRhvVg,2022-01-18 11:04:00.678638+05:30,4506.662921348315
UCmzOKlGqbaaxVLzmlQ1xjwA,Edu sinhalen - Edu සිංහලෙන්,"අ.පො.ස (සා.පෙළ) සිංහල සාහිත්‍යය  හා  කාණ්ඩ විෂයක් වන සිංහල සාහිත්‍ය රසාස්වාදය විෂයන් මෙන්ම ව්‍යාපාර හා ගිණුම්කරණ අධ්‍යනය  ඉගැන්වීම.

නව 10 හා 11 වසර සිසුන් සදහා නොමිලයේ ව්‍යාපාර හා ගිණුම්කරණ අධ්‍යනය පන්ති පැවැත්වේ.
2024 O/l
2023 O/l

2022 (2023) A/l examination 
Accounting  -          A
Business Studies - A
Economics   -          A


",@edusinhalen-edu9175,2020-11-13T15:56:05.013896Z,LK,,https://yt3.ggpht.com/ytc/AIdro_mnoS4kxXLXbfy4pA0QKAnkT9eqYulB5pCHsKW1ryl-Vw=s800-c-k-c0x00ffffff-no-rj,49600,331,4879680,UUmzOKlGqbaaxVLzmlQ1xjwA,2020-11-13 21:26:05.013896+05:30,14742.235649546828
UCR5y9OV23c0jJ4RGwDvGnLw,Science With Ruchira,"Science With Ruchira is a channel devoted to presenting science, mathematics, and philosophy concepts in a simplified manner for a Sinhala-speaking audience",@sciencewithruchira,2021-05-22T17:42:33.283067Z,LK,,https://yt3.ggpht.com/0ZlIhuDyfkD28GIBuJHS1OybqUiKM70O9ealG5-aAEuhPbf6QB_SvFzoOAxk3y7NUuBVS_cZeEo=s800-c-k-c0x00ffffff-no-rj,601000,301,38196786,UUR5y9OV23c0jJ4RGwDvGnLw,2021-05-22 23:12:33.283067+05:30,126899.62126245847
UCSfrW0G4yQy587afT5uCxFQ,Darshana Ukuwela - Physics,"ලංකාවේ වැඩිම ප්‍රතිඵල සහිත Physics පන්තිය 🏆🔥

▪️District 1st ලා 07ක්
▪️2023 ප්‍රතිඵල වලින් District මුල් 20ට 112ක්
▪️A සාමාර්ථ 700+
▪️A+B සාමාර්ථ 1500+
▪️F->A,C->A වූ වැඩිම ප්‍රමාණයක්

සියලු විමසීම්
Call - 0713444555(9am - 7pm)
Telegram - 0713444555
Whatsapp - 0713446666

#Smart_පරපුරේ_Next_Level_1
#Logical_Physics 
Dr.Darshana Ukuwela ☑️",@darshanaukuwelaphysics,2011-12-17T11:05:23Z,LK,,https://yt3.ggpht.com/1FuGTnqdNTusjyGkR7zvmXqdhBuaDZxw8GSCMOYo2rJ95bWISCdw-ZzLlAhTEvSsjwObEIMpPQ=s800-c-k-c0x00ffffff-no-rj,247000,1258,28828636,UUSfrW0G4yQy587afT5uCxFQ,2011-12-17 16:35:23+05:30,22916.244833068362
UCAo_wAxH1WT6rFmK5yCd1Cg,Yash and Hass,"HEY GUYS! Welcome to our Channel! Hope you guys enjoy our videos.
If you want to be a part of our journey, SUBSCRIBE & JOIN THE FAM.

♡Follow us on Social Media♡
 Instagram: @yashodadesilva @hasitha_s

CONTACT US ON
📧 yashandhass@gmail.com


",@yashandhass,2021-01-13T10:23:25.876648Z,AU,,https://yt3.ggpht.com/ytc/AIdro_m3mUDNJO-xGF9bW6z4CqPJiYfwR-_fiQtZI9l-8rHVBAI=s800-c-k-c0x00ffffff-no-rj,666000,387,137984860,UUAo_wAxH1WT6rFmK5yCd1Cg,2021-01-13 15:53:25.876648+05:30,356550.02583979326
UCyzPvmM5qpGmAb48SXcikiw,Chatura Alwis,Chatura Alwis official Youtube Channel.,@chaturaalwis7240,2018-07-30T06:06:02Z,LK,,https://yt3.ggpht.com/ytc/AIdro_n9BbZa4rES20FxNXlnhWsNZA1u9xlWyCu4tcP45yKsqw=s800-c-k-c0x00ffffff-no-rj,70500,47,4872703,UUyzPvmM5qpGmAb48SXcikiw,2018-07-30 11:36:02+05:30,103674.53191489361
UCPHLNkCri7sfGt4IP2tUYfA,Minoli Disanayaka, Born to vlog 🎀💗🌷aesthetic cozy vlogs by mino,@minolidisanayaka,2021-06-27T11:20:22.341806Z,,,https://yt3.ggpht.com/JxO-QFAwl9ruvDXSJ-EV107H7gD9kVz_NxONxpHMaOHa5sBcs58JVYCHVfO-ynIr42TblY0q=s800-c-k-c0x00ffffff-no-rj,111000,186,20178341,UUPHLNkCri7sfGt4IP2tUYfA,2021-06-27 16:50:22.341806+05:30,108485.70430107527
UC3aHg03ut7j87ACMxy215_Q,Kethaka Yasiru,,@kethakayasiru,2022-12-27T14:29:17.895086Z,,,https://yt3.ggpht.com/MnPydvQQTT_JtUivHrgUsIUzH8iF8E1QOBSL5OUulPAloR_NyWc4KmrbyC-ZAtfvPHd5hIme1oA=s800-c-k-c0x00ffffff-no-rj,8900,0,0,UU3aHg03ut7j87ACMxy215_Q,2022-12-27 19:59:17.895086+05:30,0.0
UCtAv4S_gDY34sHW4vK0YvVw,Apé Amma Travel & Vlogs,Welcome to Sri lankan Apé Amma's Travel & vlog channel.,@apeammatravelvlogs,2024-04-15T06:28:27.186822Z,LK,,https://yt3.ggpht.com/Mi6qW6pEmOGrgH0i8Z1n8xUTR4kVJGbDPy_FeuWqcvB3SF7RRzAcAgEj4JiVBmjCyB8674Pxfg=s800-c-k-c0x00ffffff-no-rj,1570,4,10235,UUtAv4S_gDY34sHW4vK0YvVw,2024-04-15 11:58:27.186822+05:30,2558.75
UC0jl0-twIcRptNHGnINyk9Q,Charith N Silva,Hi! 💙,@charithnsilva,2023-01-01T06:35:41.367235Z,LK,,https://yt3.ggpht.com/zZVU2S5bJh28RqzW7QA8g5TAvCh1Hguc2-i92omIQotaoirrra4ncZWWtWiUf3vycDUChfHfjQ=s800-c-k-c0x00ffffff-no-rj,44300,12,376579,UU0jl0-twIcRptNHGnINyk9Q,2023-01-01 12:05:41.367235+05:30,31381.583333333332
UCHySsgSdKQ3Ssq7lEN4i2-w,Ceylon Sports,"#SriLankaSports #SriLankaAthletics #LKA

Sri Lanka's largest video library... 
http://fb.com/ceylonathletics
https://twitter.com/ceylonathletics

""Sports do not build character. They reveal it."" Sri Lanka's only reliable source for Athletics & athletes information.
www.ceylonathletics.com
",@ceylonsportssl,2018-11-05T17:35:24Z,CA,,https://yt3.ggpht.com/EYChNbaqzTgQiwhhD0xLGQqWQ7Ipi8TOnWiY4vzyfx_9SYG3lt672Hk3GtP7tFBXwasPJQMTNg=s800-c-k-c0x00ffffff-no-rj,65300,1613,6014316,UUHySsgSdKQ3Ssq7lEN4i2-w,2018-11-05 23:05:24+05:30,3728.652200867948
UCrcATWZGF_p53r38i6VK0eA,Sri Lankan Sports TV,"Welcome to Sri Lankan Sports TV, your ultimate destination for captivating sports content and immersive viewing experiences. As a leading sports web television in Sri Lanka, we are dedicated to delivering top-quality coverage, analysis, and entertainment to sports enthusiasts around the globe.

At Sri Lankan Sports TV, we understand the power of sports to inspire, unite, and create memorable moments. Our team of passionate professionals works tirelessly to bring you the best sporting action, insightful commentary, and engaging programs that cater to a wide range of interests and fandoms.

Our Mission: Our mission is to be the go-to destination for sports fans, providing them with an unparalleled viewing experience. We strive to showcase a diverse range of sports, from popular favourites to emerging disciplines, while offering in-depth analysis, behind-the-scenes stories, and exclusive interviews that go beyond the game.

",@srilankansportstv,2019-10-24T04:09:51.789207Z,LK,,https://yt3.ggpht.com/0-3VW1OsdiJGpwyo2xc6nELCYa8oxC32A4GariZH--668rpFtEntrYd2ZMz8vVjIsS4P9URx=s800-c-k-c0x00ffffff-no-rj,9140,317,562835,UUrcATWZGF_p53r38i6VK0eA,2019-10-24 09:39:51.789207+05:30,1775.5047318611987
UCl4MonVoWRx3HqAh3Efw2Jg,Football Sri Lanka TV,Official TV Channel of Football Sri Lanka,@footballsrilankatv,2020-08-27T03:41:06.91355Z,LK,,https://yt3.ggpht.com/ytc/AIdro_lGoZdJMQiWoa1S4GO7ZTElh64fYzwCFatHpw6uEsVm9Do=s800-c-k-c0x00ffffff-no-rj,61400,460,5644483,UUl4MonVoWRx3HqAh3Efw2Jg,2025-07-23 18:15:22.863779+05:30,12270.615217391305
UCJA-NQ4MtcRIog66wziD8fA,Sri Lanka Cricket,"The official YouTube channel of Sri Lanka Cricket where you can find the latest interviews, features and highlights packages.
For more content, visit our other social media pages below.",@srilankacricket,2012-10-26T05:58:34Z,LK,,https://yt3.ggpht.com/ytc/AIdro_nT-eZ7P-G3mytk4D5EIbm2f9Us2eIfP8B9JbeN0CQ7OPU=s800-c-k-c0x00ffffff-no-rj,5520000,3699,1509744604,UUJA-NQ4MtcRIog66wziD8fA,2012-10-26 11:28:34+05:30,408149.39280886727
