channel_id,title,description,custom_url,published_at,country,default_language,thumbnail_url,subscriber_count,video_count,view_count,uploads_playlist_id,published_at_local,avg_views_per_video
UCN2GByhXeLkilxHV45JwA-A,Dinesh A Pathum,"""සොබාදහම රකින්නා සොබාදහම විසින් රකිනු ලබයි"" 
සොබාදහමෙන් මැවූ ලෝකයක පුරාවෘත්තයක ආරම්භය 

 My passion is to show the world about the hidden and most beautiful places in the pearl of the Indian Ocean. 

Thank you for checking out my Youtube channel. You can find vlogs about travel and adventure in this channel. Hope you guys enjoy my content ! Make sure to like and subscribe.

Your suggestions are highly appreciated. 

Thank you.

For inquiries, 
dineshasiripathumpeiris@gmail.com
",@dineshapathum,2013-12-08T16:18:55Z,LK,,https://yt3.ggpht.com/3l3wOvCUG_5YULr614DBnQs57NFWZx-c3VFjs2mvbv2rIvzu-kZcH4gLbWFGAGxboYffxJWO1aY=s800-c-k-c0x00ffffff-no-rj,178000,322,15528718,UUN2GByhXeLkilxHV45JwA-A,2013-12-08 21:48:55+05:30,48225.832298136644
UC0jl0-twIcRptNHGnINyk9Q,Charith N Silva,Hi! 💙,@charithnsilva,2023-01-01T06:35:41.367235Z,LK,,https://yt3.ggpht.com/zZVU2S5bJh28RqzW7QA8g5TAvCh1Hguc2-i92omIQotaoirrra4ncZWWtWiUf3vycDUChfHfjQ=s800-c-k-c0x00ffffff-no-rj,44500,12,378383,UU0jl0-twIcRptNHGnINyk9Q,2023-01-01 12:05:41.367235+05:30,31531.916666666668
UC56HPjeRngN3-2LSNlp80yQ,Kavindu Academy ,"Helloo.. My name is  @Kavindu_karunarathne  .I 'll give you Techical useful video / Technical Knowledge. Whether you post Videos, Shorts, Livestreams, Podcasts, or all the above -- you've come to the right place. We'll help you stay in the know on all things YouTube, and give you best practices and tips to help grow your audience. 
",@kavinduacademyofficial,2021-10-11T09:23:00.17585Z,LK,,https://yt3.ggpht.com/m2Ga5Ee8BoB_60AGsSHDK_SeWR7enZHrFwjZ-8juNPSSl6eIk0Z7gyesu2sDuX4bIHlHDpIX=s800-c-k-c0x00ffffff-no-rj,1530,18,8757,UU56HPjeRngN3-2LSNlp80yQ,2025-07-29 20:29:09.719453+05:30,486.5
UCGe9vzavXCSu7GBIgoPebeQ,Man Saranna මං සරන්නා,' මං මාවත්හි සැරි සරන්නා ',@mansaranna,2020-02-01T14:54:03.134121Z,LK,,https://yt3.ggpht.com/d6QKnq0Ed8kqlAjBoAdChXJWJ1RG_I7FnvYTfR2D1QPdQWAEhZiyv9V-P-UNFJze972XkWK2=s800-c-k-c0x00ffffff-no-rj,305000,208,22617755,UUGe9vzavXCSu7GBIgoPebeQ,2020-02-01 20:24:03.134121+05:30,108739.20673076923
UCtAv4S_gDY34sHW4vK0YvVw,Apé Amma Travel & Vlogs,Welcome to Sri lankan Apé Amma's Travel & vlog channel.,@apeammatravelvlogs,2024-04-15T06:28:27.186822Z,LK,,https://yt3.ggpht.com/Mi6qW6pEmOGrgH0i8Z1n8xUTR4kVJGbDPy_FeuWqcvB3SF7RRzAcAgEj4JiVBmjCyB8674Pxfg=s800-c-k-c0x00ffffff-no-rj,1580,4,10252,UUtAv4S_gDY34sHW4vK0YvVw,2024-04-15 11:58:27.186822+05:30,2563.0
UCBkyh-TXXmPpTjAXiklLoEA,Solo Hiker,"""හුදකලාවෙහි රසය විදිමින් සොබාදහමෙහි අපූරු තැන් සොයා මම මාව සොයමින් යන ගමනක ""🙏🌿❤⛰️
-Ceylon Solo Hiker-",@ceylonsolohiker,2019-11-14T03:39:59.844053Z,LK,,https://yt3.ggpht.com/nGyua3SX_zMSMVxxbr5OzoFugZ4LBC_2jQDTMozRKGwtBYSowYVemqCQi5UzwX93ajs4uyHn=s800-c-k-c0x00ffffff-no-rj,182000,219,13919787,UUBkyh-TXXmPpTjAXiklLoEA,2019-11-14 09:09:59.844053+05:30,63560.67123287671
UCyzPvmM5qpGmAb48SXcikiw,Chatura Alwis,Chatura Alwis official Youtube Channel.,@chaturaalwis7240,2018-07-30T06:06:02Z,LK,,https://yt3.ggpht.com/ytc/AIdro_n9BbZa4rES20FxNXlnhWsNZA1u9xlWyCu4tcP45yKsqw=s800-c-k-c0x00ffffff-no-rj,70600,47,4877222,UUyzPvmM5qpGmAb48SXcikiw,2018-07-30 11:36:02+05:30,103770.68085106384
UCh3ZGM0EBlcKSa4ZzUEfAOw,Ginger Family,For Cat Lovers,@gingerfamily-bk4ub,2024-05-25T06:32:40.553383Z,LK,,https://yt3.ggpht.com/F4F_DCe6StyALGl481iK1qJ3g_rgiXkzC0jP-E17XVB4taLqNuWLyAdJwccEH9dUREVHohqlOA=s800-c-k-c0x00ffffff-no-rj,4180,273,421953,UUh3ZGM0EBlcKSa4ZzUEfAOw,2024-05-25 12:02:40.553383+05:30,1545.6153846153845
UCPHLNkCri7sfGt4IP2tUYfA,Minoli Disanayaka," Born to vlog 🎀💗🌷
aesthetic cozy vlogs by mino",@minolidisanayaka,2021-06-27T11:20:22.341806Z,,,https://yt3.ggpht.com/JxO-QFAwl9ruvDXSJ-EV107H7gD9kVz_NxONxpHMaOHa5sBcs58JVYCHVfO-ynIr42TblY0q=s800-c-k-c0x00ffffff-no-rj,111000,188,20320813,UUPHLNkCri7sfGt4IP2tUYfA,2021-06-27 16:50:22.341806+05:30,108089.43085106384
UCZ246KOECqjh9TTPk5Sf86w,SharaDh,,@shardhvlogz,2021-07-10T09:09:35.740388Z,LK,,https://yt3.ggpht.com/YsjCbpw-1yRd1e_Dt-jbe0OWKFa7BTS7xQZsFIx_cQODZpP82fs_XAyJpkKOwT3Jis0S5AJUIw=s800-c-k-c0x00ffffff-no-rj,232000,76,23133037,UUZ246KOECqjh9TTPk5Sf86w,2021-07-10 14:39:35.740388+05:30,304382.0657894737
